31;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.RUN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.RUN;BOOL;
32;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.RST;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.RST;BOOL;
33;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.OUT_MIN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.OUT_MIN;REAL;
34;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.OUT_MAX;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.OUT_MAX;REAL;
35;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.OUT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.OUT;REAL;
36;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.LIM;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.LIM;BOOL;
37;FB;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG;INTEGRATE;
38;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.EN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.EN;BOOL;
39;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.ENO;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.ENO;BOOL;
40;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.E;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.E;BOOL;
41;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.X;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.X;REAL;
42;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.K;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.K;REAL;
43;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.Y;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.Y;REAL;
44;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.X_LAST;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.X_LAST;REAL;
45;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.INIT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.INIT;BOOL;
46;FB;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS;T_PLC_MS_BLOCK;
47;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.EN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.EN;BOOL;
48;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.ENO;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.ENO;BOOL;
49;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.T_PLC_MS;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.T_PLC_MS;UDINT;
50;EXT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.PLC_TICKS_PER_SEC;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.PLC_TICKS_PER_SEC;INT;
51;EXT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.PLC_SYS_TICK_CNT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.PLC_SYS_TICK_CNT;DINT;
52;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.DEBUG;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.DEBUG;BOOL;
53;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.N;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.N;INT;
54;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.OFFSET;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.OFFSET;UDINT;
55;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.TEMP;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.TEMP;DWORD;
56;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.MODE;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.MODE;BOOL;
57;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.FAKTOR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.FAKTOR;UDINT;
58;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.INIT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.INIT;BOOL;
59;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.V_PLC_TICKS_PER_SEC;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.V_PLC_TICKS_PER_SEC;UDINT;
60;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.BASE;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.T_PLC_MS.BASE;UDINT;
61;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.LAST;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.LAST;UDINT;
62;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.TX;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.INTEG.INTEG.TX;UDINT;
63;FB;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF;FT_DERIV;
64;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.EN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.EN;BOOL;
65;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.ENO;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.ENO;BOOL;
66;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.IN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.IN;REAL;
67;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.K;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.K;REAL;
68;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.RUN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.RUN;BOOL;
69;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.OUT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.OUT;REAL;
70;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.OLD;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.OLD;REAL;
71;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.TX;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.TX;UDINT;
72;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.LAST;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.LAST;UDINT;
73;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.INIT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.INIT;BOOL;
74;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.TC;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.TC;REAL;
75;FB;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US;T_PLC_US_BLOCK;
76;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.EN;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.EN;BOOL;
77;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.ENO;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.ENO;BOOL;
78;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.T_PLC_US;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.T_PLC_US;UDINT;
79;EXT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.PLC_TICKS_PER_SEC;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.PLC_TICKS_PER_SEC;INT;
80;EXT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.PLC_SYS_TICK_CNT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.PLC_SYS_TICK_CNT;DINT;
81;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.DEBUG;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.DEBUG;BOOL;
82;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.N;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.N;INT;
83;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.OFFSET;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.OFFSET;UDINT;
84;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.TEMP;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.TEMP;DWORD;
85;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.MODE;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.MODE;BOOL;
86;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.FAKTOR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.FAKTOR;UDINT;
87;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.INIT;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.INIT;BOOL;
88;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.V_PLC_TICKS_PER_SEC;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.V_PLC_TICKS_PER_SEC;UDINT;
89;VAR;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.BASE;CONFIG0.RES0.INSTANCE0.FUNC_BLOCK.DIFF.T_PLC_US.BASE;UDINT;


// Ticktime
20000000
